index_cluster,min_value_KRA_PREC_100m_chanel_0,max_value_KRA_PREC_100m_chanel_0,mean_value_KRA_PREC_100m_chanel_0,min_value_KRA_PREC_100m_chanel_1,max_value_KRA_PREC_100m_chanel_1,mean_value_KRA_PREC_100m_chanel_1,min_value_KRA_PREC_100m_chanel_2,max_value_KRA_PREC_100m_chanel_2,mean_value_KRA_PREC_100m_chanel_2,min_value_KRA_PREC_100m_chanel_3,max_value_KRA_PREC_100m_chanel_3,mean_value_KRA_PREC_100m_chanel_3,min_value_KRA_PREC_100m_chanel_4,max_value_KRA_PREC_100m_chanel_4,mean_value_KRA_PREC_100m_chanel_4,min_value_KRA_PREC_100m_chanel_5,max_value_KRA_PREC_100m_chanel_5,mean_value_KRA_PREC_100m_chanel_5,min_value_KRA_PREC_100m_chanel_6,max_value_KRA_PREC_100m_chanel_6,mean_value_KRA_PREC_100m_chanel_6,min_value_KRA_PREC_100m_chanel_7,max_value_KRA_PREC_100m_chanel_7,mean_value_KRA_PREC_100m_chanel_7,min_value_KRA_PREC_100m_chanel_8,max_value_KRA_PREC_100m_chanel_8,mean_value_KRA_PREC_100m_chanel_8,min_value_KRA_PREC_100m_chanel_9,max_value_KRA_PREC_100m_chanel_9,mean_value_KRA_PREC_100m_chanel_9,min_value_KRA_PREC_100m_chanel_10,max_value_KRA_PREC_100m_chanel_10,mean_value_KRA_PREC_100m_chanel_10,min_value_KRA_PREC_100m_chanel_11,max_value_KRA_PREC_100m_chanel_11,mean_value_KRA_PREC_100m_chanel_11,min_value_KRA_RELIEF_ASPECT_100m,max_value_KRA_RELIEF_ASPECT_100m,mean_value_KRA_RELIEF_ASPECT_100m,min_value_KRA_RELIEF_HEIGHT_100m,max_value_KRA_RELIEF_HEIGHT_100m,mean_value_KRA_RELIEF_HEIGHT_100m,min_value_KRA_RELIEF_SLOPE_100m,max_value_KRA_RELIEF_SLOPE_100m,mean_value_KRA_RELIEF_SLOPE_100m,Unnamed: 0,count_of_0.0,count_of_1.0,count_of_2.0,count_of_3.0,count_of_4.0,count_of_5.0,count_of_6.0,count_of_7.0,count_of_8.0,count_of_9.0,min_value_KRA_SUNNY_DAYS_APR_OCT_100m,max_value_KRA_SUNNY_DAYS_APR_OCT_100m,mean_value_KRA_SUNNY_DAYS_APR_OCT_100m,min_value_KRA_TAVG_100m_chanel_0,max_value_KRA_TAVG_100m_chanel_0,mean_value_KRA_TAVG_100m_chanel_0,min_value_KRA_TAVG_100m_chanel_1,max_value_KRA_TAVG_100m_chanel_1,mean_value_KRA_TAVG_100m_chanel_1,min_value_KRA_TAVG_100m_chanel_2,max_value_KRA_TAVG_100m_chanel_2,mean_value_KRA_TAVG_100m_chanel_2,min_value_KRA_TAVG_100m_chanel_3,max_value_KRA_TAVG_100m_chanel_3,mean_value_KRA_TAVG_100m_chanel_3,min_value_KRA_TAVG_100m_chanel_4,max_value_KRA_TAVG_100m_chanel_4,mean_value_KRA_TAVG_100m_chanel_4,min_value_KRA_TAVG_100m_chanel_5,max_value_KRA_TAVG_100m_chanel_5,mean_value_KRA_TAVG_100m_chanel_5,min_value_KRA_TAVG_100m_chanel_6,max_value_KRA_TAVG_100m_chanel_6,mean_value_KRA_TAVG_100m_chanel_6,min_value_KRA_TAVG_100m_chanel_7,max_value_KRA_TAVG_100m_chanel_7,mean_value_KRA_TAVG_100m_chanel_7,min_value_KRA_TAVG_100m_chanel_8,max_value_KRA_TAVG_100m_chanel_8,mean_value_KRA_TAVG_100m_chanel_8,min_value_KRA_TAVG_100m_chanel_9,max_value_KRA_TAVG_100m_chanel_9,mean_value_KRA_TAVG_100m_chanel_9,min_value_KRA_TAVG_100m_chanel_10,max_value_KRA_TAVG_100m_chanel_10,mean_value_KRA_TAVG_100m_chanel_10,min_value_KRA_TAVG_100m_chanel_11,max_value_KRA_TAVG_100m_chanel_11,mean_value_KRA_TAVG_100m_chanel_11,min_value_KRA_TMAX_100m_chanel_0,max_value_KRA_TMAX_100m_chanel_0,mean_value_KRA_TMAX_100m_chanel_0,min_value_KRA_TMAX_100m_chanel_1,max_value_KRA_TMAX_100m_chanel_1,mean_value_KRA_TMAX_100m_chanel_1,min_value_KRA_TMAX_100m_chanel_2,max_value_KRA_TMAX_100m_chanel_2,mean_value_KRA_TMAX_100m_chanel_2,min_value_KRA_TMAX_100m_chanel_3,max_value_KRA_TMAX_100m_chanel_3,mean_value_KRA_TMAX_100m_chanel_3,min_value_KRA_TMAX_100m_chanel_4,max_value_KRA_TMAX_100m_chanel_4,mean_value_KRA_TMAX_100m_chanel_4,min_value_KRA_TMAX_100m_chanel_5,max_value_KRA_TMAX_100m_chanel_5,mean_value_KRA_TMAX_100m_chanel_5,min_value_KRA_TMAX_100m_chanel_6,max_value_KRA_TMAX_100m_chanel_6,mean_value_KRA_TMAX_100m_chanel_6,min_value_KRA_TMAX_100m_chanel_7,max_value_KRA_TMAX_100m_chanel_7,mean_value_KRA_TMAX_100m_chanel_7,min_value_KRA_TMAX_100m_chanel_8,max_value_KRA_TMAX_100m_chanel_8,mean_value_KRA_TMAX_100m_chanel_8,min_value_KRA_TMAX_100m_chanel_9,max_value_KRA_TMAX_100m_chanel_9,mean_value_KRA_TMAX_100m_chanel_9,min_value_KRA_TMAX_100m_chanel_10,max_value_KRA_TMAX_100m_chanel_10,mean_value_KRA_TMAX_100m_chanel_10,min_value_KRA_TMAX_100m_chanel_11,max_value_KRA_TMAX_100m_chanel_11,mean_value_KRA_TMAX_100m_chanel_11,min_value_KRA_TMIN_100m_chanel_0,max_value_KRA_TMIN_100m_chanel_0,mean_value_KRA_TMIN_100m_chanel_0,min_value_KRA_TMIN_100m_chanel_1,max_value_KRA_TMIN_100m_chanel_1,mean_value_KRA_TMIN_100m_chanel_1,min_value_KRA_TMIN_100m_chanel_2,max_value_KRA_TMIN_100m_chanel_2,mean_value_KRA_TMIN_100m_chanel_2,min_value_KRA_TMIN_100m_chanel_3,max_value_KRA_TMIN_100m_chanel_3,mean_value_KRA_TMIN_100m_chanel_3,min_value_KRA_TMIN_100m_chanel_4,max_value_KRA_TMIN_100m_chanel_4,mean_value_KRA_TMIN_100m_chanel_4,min_value_KRA_TMIN_100m_chanel_5,max_value_KRA_TMIN_100m_chanel_5,mean_value_KRA_TMIN_100m_chanel_5,min_value_KRA_TMIN_100m_chanel_6,max_value_KRA_TMIN_100m_chanel_6,mean_value_KRA_TMIN_100m_chanel_6,min_value_KRA_TMIN_100m_chanel_7,max_value_KRA_TMIN_100m_chanel_7,mean_value_KRA_TMIN_100m_chanel_7,min_value_KRA_TMIN_100m_chanel_8,max_value_KRA_TMIN_100m_chanel_8,mean_value_KRA_TMIN_100m_chanel_8,min_value_KRA_TMIN_100m_chanel_9,max_value_KRA_TMIN_100m_chanel_9,mean_value_KRA_TMIN_100m_chanel_9,min_value_KRA_TMIN_100m_chanel_10,max_value_KRA_TMIN_100m_chanel_10,mean_value_KRA_TMIN_100m_chanel_10,min_value_KRA_TMIN_100m_chanel_11,max_value_KRA_TMIN_100m_chanel_11,mean_value_KRA_TMIN_100m_chanel_11,min_value_KRA_WATER_SEASONALYTY_100m,max_value_KRA_WATER_SEASONALYTY_100m,mean_value_KRA_WATER_SEASONALYTY_100m
408,44.0,44.0,44.0,38.0,38.0,38.0,35.0,35.0,35.0,38.0,38.0,38.0,47.0,47.0,47.0,57.0,57.0,57.0,57.0,57.0,57.0,49.0,49.0,49.0,48.0,48.0,48.0,36.0,36.0,36.0,45.0,46.0,45.85714340209961,59.0,59.0,59.0,-99999.0,-99999.0,-99999.0,18.0,18.0,18.0,0.0,0.0,0.0,408,7,0,0,0,0,0,0,0,0,0,132.0,132.0,132.0,-22.0,-22.0,-22.0,-14.0,-14.0,-14.0,29.0,29.0,29.0,110.0,110.0,110.0,167.0,167.0,167.0,214.0,214.0,214.0,239.0,239.0,239.0,234.0,234.0,234.0,178.0,178.0,178.0,110.0,110.0,110.0,42.0,42.0,42.0,4.0,4.0,4.0,7.0,7.0,7.0,69.0,69.0,69.0,113.0,113.0,113.0,157.0,157.0,157.0,215.0,215.0,215.0,256.0,256.0,256.0,284.0,284.0,284.0,283.0,283.0,283.0,227.0,227.0,227.0,154.0,154.0,154.0,71.0,71.0,71.0,29.0,29.0,29.0,-51.0,-51.0,-51.0,-49.0,-49.0,-49.0,-11.0,-11.0,-11.0,63.0,63.0,63.0,120.0,120.0,120.0,171.0,171.0,171.0,194.0,194.0,194.0,185.0,185.0,185.0,130.0,130.0,130.0,66.0,66.0,66.0,12.0,12.0,12.0,-21.0,-21.0,-21.0,0.0,0.0,0.0
409,46.0,46.0,46.0,39.0,39.0,39.0,37.0,37.0,37.0,40.0,40.0,40.0,52.0,52.0,52.0,63.0,63.0,63.0,58.0,58.0,58.0,47.0,47.0,47.0,45.0,45.0,45.0,35.0,35.0,35.0,48.0,48.0,48.0,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,25.0,25.0,25.0,0.0,0.0,0.0,409,10,0,0,0,0,0,0,0,0,0,124.0,124.0,124.0,-25.0,-25.0,-25.0,-16.0,-16.0,-16.0,31.0,31.0,31.0,113.0,113.0,113.0,168.0,168.0,168.0,211.0,211.0,211.0,235.0,235.0,235.0,229.0,229.0,229.0,175.0,175.0,175.0,106.0,106.0,106.0,39.0,39.0,39.0,0.0,0.0,0.0,6.0,6.0,6.0,74.0,74.0,74.0,120.0,120.0,120.0,165.0,165.0,165.0,221.0,221.0,221.0,259.0,259.0,259.0,285.0,285.0,285.0,285.0,285.0,285.0,229.0,229.0,229.0,156.0,156.0,156.0,72.0,72.0,72.0,27.0,27.0,27.0,-56.0,-56.0,-56.0,-52.0,-52.0,-52.0,-13.0,-13.0,-13.0,61.0,61.0,61.0,115.0,115.0,115.0,163.0,163.0,163.0,184.0,184.0,184.0,173.0,173.0,173.0,121.0,121.0,121.0,57.0,57.0,57.0,6.0,6.0,6.0,-26.0,-26.0,-26.0,0.0,0.0,0.0
410,46.0,46.0,46.0,39.0,39.0,39.0,37.0,37.0,37.0,40.0,41.0,40.09999847412109,52.0,52.0,52.0,63.0,63.0,63.0,58.0,58.0,58.0,47.0,47.0,47.0,45.0,45.0,45.0,35.0,35.0,35.0,48.0,48.0,48.0,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,25.0,25.0,25.0,0.0,0.0,0.0,410,10,0,0,0,0,0,0,0,0,0,124.0,124.0,124.0,-25.0,-25.0,-25.0,-16.0,-16.0,-16.0,31.0,31.0,31.0,113.0,113.0,113.0,168.0,168.0,168.0,211.0,211.0,211.0,235.0,235.0,235.0,229.0,229.0,229.0,175.0,175.0,175.0,107.0,107.0,107.0,39.0,39.0,39.0,0.0,0.0,0.0,6.0,6.0,6.0,74.0,74.0,74.0,120.0,120.0,120.0,165.0,165.0,165.0,221.0,221.0,221.0,259.0,259.0,259.0,285.0,285.0,285.0,285.0,285.0,285.0,229.0,229.0,229.0,156.0,156.0,156.0,72.0,72.0,72.0,27.0,27.0,27.0,-56.0,-56.0,-56.0,-52.0,-52.0,-52.0,-13.0,-13.0,-13.0,61.0,61.0,61.0,115.0,115.0,115.0,163.0,163.0,163.0,184.0,184.0,184.0,173.0,173.0,173.0,121.0,121.0,121.0,57.0,57.0,57.0,6.0,6.0,6.0,-26.0,-26.0,-26.0,0.0,0.0,0.0
411,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,411,15,0,0,0,0,0,0,0,0,0,135.0,135.0,135.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,0.0,0.0,0.0
412,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,412,6,0,0,0,0,0,0,0,0,0,134.0,134.0,134.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,0.0,0.0,0.0
413,45.0,45.0,45.0,39.0,39.0,39.0,37.0,37.0,37.0,39.0,39.0,39.0,52.0,52.0,52.0,63.0,63.0,63.0,58.0,58.0,58.0,48.0,48.0,48.0,44.0,44.0,44.0,36.0,36.0,36.0,48.0,48.0,48.0,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,22.0,22.0,22.0,0.0,0.0,0.0,413,26,0,0,0,0,0,0,0,0,0,126.0,126.0,126.0,-24.0,-24.0,-24.0,-15.0,-15.0,-15.0,31.0,31.0,31.0,113.0,113.0,113.0,168.0,168.0,168.0,211.0,211.0,211.0,236.0,236.0,236.0,231.0,231.0,231.0,176.0,176.0,176.0,107.0,107.0,107.0,40.0,40.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,74.0,74.0,74.0,119.0,119.0,119.0,163.0,164.0,163.26922607421875,219.0,219.0,219.0,258.0,258.0,258.0,286.0,287.0,286.8846130371094,287.0,287.0,287.0,230.0,230.0,230.0,156.0,156.0,156.0,73.0,73.0,73.0,28.0,28.0,28.0,-55.0,-55.0,-55.0,-51.0,-51.0,-51.0,-12.0,-12.0,-12.0,62.0,62.0,62.0,116.0,116.0,116.0,164.0,164.0,164.0,186.0,186.0,186.0,175.0,175.0,175.0,122.0,123.0,122.34615325927734,59.0,59.0,59.0,7.0,7.0,7.0,-25.0,-25.0,-25.0,0.0,0.0,0.0
414,45.0,46.0,45.514286041259766,39.0,39.0,39.0,37.0,37.0,37.0,39.0,39.0,39.0,51.0,52.0,51.42856979370117,63.0,64.0,63.08571243286133,58.0,58.0,58.0,48.0,48.0,48.0,44.0,45.0,44.28571319580078,35.0,36.0,35.79999923706055,48.0,48.0,48.0,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,22.0,22.0,22.0,0.0,0.0,0.0,414,35,0,0,0,0,0,0,0,0,0,126.0,126.0,126.0,-24.0,-24.0,-24.0,-15.0,-15.0,-15.0,31.0,31.0,31.0,113.0,113.0,113.0,167.0,168.0,167.7142791748047,211.0,211.0,211.0,236.0,237.0,236.2857208251953,231.0,231.0,231.0,176.0,176.0,176.0,107.0,107.0,107.0,40.0,40.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,74.0,74.0,74.0,119.0,119.0,119.0,163.0,164.0,163.25714111328125,219.0,219.0,219.0,258.0,258.0,258.0,287.0,287.0,287.0,287.0,287.0,287.0,230.0,230.0,230.0,156.0,156.0,156.0,73.0,73.0,73.0,28.0,28.0,28.0,-55.0,-55.0,-55.0,-51.0,-51.0,-51.0,-12.0,-11.0,-11.800000190734863,62.0,62.0,62.0,116.0,116.0,116.0,164.0,164.0,164.0,186.0,186.0,186.0,175.0,175.0,175.0,122.0,123.0,122.34285736083984,59.0,59.0,59.0,7.0,7.0,7.0,-25.0,-25.0,-25.0,0.0,0.0,0.0
415,45.0,46.0,45.52941131591797,39.0,39.0,39.0,37.0,37.0,37.0,39.0,39.0,39.0,51.0,51.0,51.0,63.0,64.0,63.05882263183594,58.0,58.0,58.0,48.0,48.0,48.0,45.0,45.0,45.0,35.0,36.0,35.588233947753906,48.0,48.0,48.0,60.0,60.0,60.0,90.0,90.0,90.0,22.0,26.0,22.941177368164062,0.2864765226840973,0.8593722581863403,0.4381296336650848,415,17,0,0,0,0,0,0,0,0,0,126.0,126.0,126.0,-24.0,-24.0,-24.0,-15.0,-15.0,-15.0,31.0,31.0,31.0,113.0,113.0,113.0,167.0,167.0,167.0,211.0,211.0,211.0,237.0,237.0,237.0,231.0,231.0,231.0,176.0,176.0,176.0,107.0,107.0,107.0,40.0,40.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,74.0,74.0,74.0,119.0,119.0,119.0,163.0,163.0,163.0,219.0,219.0,219.0,258.0,258.0,258.0,287.0,287.0,287.0,287.0,287.0,287.0,230.0,230.0,230.0,156.0,156.0,156.0,73.0,73.0,73.0,28.0,28.0,28.0,-55.0,-55.0,-55.0,-51.0,-51.0,-51.0,-12.0,-12.0,-12.0,62.0,62.0,62.0,116.0,116.0,116.0,164.0,164.0,164.0,186.0,186.0,186.0,175.0,176.0,175.23529052734375,122.0,123.0,122.47058868408205,59.0,59.0,59.0,7.0,7.0,7.0,-25.0,-25.0,-25.0,0.0,0.0,0.0
416,46.0,46.0,46.0,39.0,39.0,39.0,37.0,37.0,37.0,39.0,39.0,39.0,51.0,52.0,51.09999847412109,63.0,64.0,63.17499923706055,58.0,58.0,58.0,48.0,48.0,48.0,44.0,45.0,44.95000076293945,35.0,36.0,35.45000076293945,48.0,48.0,48.0,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,22.0,23.0,22.075000762939453,0.0,0.0,0.0,416,40,0,0,0,0,0,0,0,0,0,126.0,126.0,126.0,-24.0,-24.0,-24.0,-15.0,-15.0,-15.0,31.0,32.0,31.075000762939453,113.0,113.0,113.0,168.0,168.0,168.0,211.0,211.0,211.0,236.0,237.0,236.9250030517578,231.0,231.0,231.0,176.0,176.0,176.0,107.0,107.0,107.0,40.0,40.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,74.0,75.0,74.07499694824219,119.0,120.0,119.0749969482422,163.0,164.0,163.5749969482422,219.0,219.0,219.0,258.0,258.0,258.0,287.0,287.0,287.0,287.0,287.0,287.0,230.0,230.0,230.0,156.0,156.0,156.0,73.0,73.0,73.0,28.0,28.0,28.0,-55.0,-55.0,-55.0,-51.0,-51.0,-51.0,-12.0,-11.0,-11.225000381469728,62.0,62.0,62.0,116.0,116.0,116.0,164.0,164.0,164.0,186.0,186.0,186.0,175.0,175.0,175.0,122.0,122.0,122.0,59.0,59.0,59.0,7.0,7.0,7.0,-25.0,-25.0,-25.0,0.0,0.0,0.0
417,45.0,46.0,45.81818008422852,39.0,39.0,39.0,37.0,37.0,37.0,39.0,39.0,39.0,51.0,51.0,51.0,64.0,64.0,64.0,58.0,58.0,58.0,48.0,48.0,48.0,45.0,45.0,45.0,35.0,36.0,35.09090805053711,48.0,48.0,48.0,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,22.0,22.0,22.0,0.0,0.0,0.0,417,11,0,0,0,0,0,0,0,0,0,126.0,126.0,126.0,-24.0,-24.0,-24.0,-15.0,-15.0,-15.0,32.0,32.0,32.0,113.0,113.0,113.0,168.0,168.0,168.0,211.0,211.0,211.0,237.0,237.0,237.0,231.0,231.0,231.0,176.0,176.0,176.0,108.0,108.0,108.0,40.0,40.0,40.0,2.0,2.0,2.0,7.0,7.0,7.0,74.0,75.0,74.81818389892578,119.0,120.0,119.2727279663086,163.0,164.0,163.27272033691406,219.0,219.0,219.0,258.0,258.0,258.0,287.0,287.0,287.0,287.0,287.0,287.0,230.0,230.0,230.0,156.0,156.0,156.0,73.0,73.0,73.0,28.0,28.0,28.0,-55.0,-55.0,-55.0,-51.0,-51.0,-51.0,-11.0,-11.0,-11.0,62.0,62.0,62.0,116.0,117.0,116.81818389892578,164.0,164.0,164.0,186.0,186.0,186.0,175.0,176.0,175.18182373046875,122.0,123.0,122.18181610107422,59.0,59.0,59.0,7.0,7.0,7.0,-25.0,-25.0,-25.0,0.0,0.0,0.0
418,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,-99999.0,-99999.0,-99999.0,1.0,2.0,1.076923131942749,0.0,0.0,0.0,418,13,0,0,0,0,0,0,0,0,0,128.0,128.0,128.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,0.0,0.0,0.0
419,46.0,46.0,46.0,38.0,38.0,38.0,36.0,36.0,36.0,38.0,38.0,38.0,49.0,49.0,49.0,59.0,60.0,59.16666793823242,57.0,57.0,57.0,49.0,49.0,49.0,45.0,45.0,45.0,37.0,38.0,37.16666793823242,47.0,47.0,47.0,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,419,6,0,0,0,0,0,0,0,0,0,127.0,127.0,127.0,-21.0,-21.0,-21.0,-14.0,-14.0,-14.0,32.0,32.0,32.0,113.0,113.0,113.0,168.0,168.0,168.0,214.0,214.0,214.0,239.0,239.0,239.0,231.0,231.0,231.0,176.0,176.0,176.0,109.0,109.0,109.0,42.0,42.0,42.0,2.0,2.0,2.0,6.0,6.0,6.0,65.0,66.0,65.5,109.0,110.0,109.5,152.0,153.0,152.6666717529297,210.0,210.0,210.0,256.0,256.0,256.0,283.0,283.0,283.0,280.0,280.0,280.0,223.0,223.0,223.0,150.0,150.0,150.0,70.0,70.0,70.0,26.0,26.0,26.0,-49.0,-48.0,-48.5,-45.0,-45.0,-45.0,-3.0,-2.0,-2.3333332538604736,72.0,73.0,72.5,126.0,126.0,126.0,172.0,172.0,172.0,194.0,194.0,194.0,182.0,183.0,182.5,129.0,130.0,129.5,67.0,68.0,67.66666412353516,13.0,14.0,13.5,-22.0,-21.0,-21.5,1.0,1.0,1.0
